iter: 0, x: 0.03161882449568497, y: 0.0, dldx: -2, dldy: 0, loss: 0.9378620510898636
iter: 27, x: 0.26003892664793354, y: 0.06520150497014852, dldx: -1.2422113957852794, dldy: -0.48421764478588647, loss: 0.5481274196221027
iter: 28, x: 0.26469138777535867, y: 0.06764541118679927, dldx: -1.2283356915385184, dldy: -0.48374768041216654, loss: 0.5412625185921099
iter: 29, x: 0.26924468229747917, y: 0.07007944112931393, dldx: -1.2148068070457012, dldy: -0.48322391512920226, loss: 0.5345857156792362
iter: 30, x: 0.2737035316800427, y: 0.07250344722196145, dldx: -1.2016079017998489, dldy: -0.4826515632313122, loss: 0.5280874547446458
iter: 31, x: 0.2780722946119449, y: 0.07491730658940195, dldx: -1.188723459850069, dldy: -0.4820352064333372, loss: 0.5217589258920428
iter: 32, x: 0.28235500506338257, y: 0.07732091792395392, dldx: -1.1761391466981022, dldy: -0.4813788882700648, loss: 0.5155919867957133
iter: 33, x: 0.28655540535248153, y: 0.07971419880778106, dldx: -1.1638416854771982, dldy: -0.4806861920777755, loss: 0.5095790943695943
iter: 34, x: 0.2906769749980504, y: 0.08209708341369663, dldx: -1.151818749338223, dldy: -0.47996030578878746, loss: 0.5037132451642075
iter: 35, x: 0.2947229559968801, y: 0.08446952052278034, dldx: -1.1400588675297934, dldy: -0.47920407606411586, loss: 0.4979879231673583
iter: 36, x: 0.2986963750527707, y: 0.08683147180843315, dldx: -1.128551343106456, dldy: -0.4784200537517158, loss: 0.49239705391540595
iter: 37, x: 0.30260006319500404, y: 0.08918291034557492, dldx: -1.1172861805563739, dldy: -0.47761053224646133, loss: 0.4869349640076106
iter: 38, x: 0.30643667315159057, y: 0.09152381931094512, dldx: -1.1062540219285593, dldy: -0.4767775800091051, loss: 0.4815963452662741
iter: 39, x: 0.31020869478369684, y: 0.09385419084630266, dldx: -1.0954460902731584, dldy: -0.47592306825392505, loss: 0.4763762229076625
iter: 40, x: 0.313918468839439, y: 0.0961740250610417, dldx: -1.084854139398804, dldy: -0.4750486946204252, loss: 0.47126992718873684
iter: 41, x: 0.3175681992455533, y: 0.09848332915458002, dldx: -1.0744704091071329, dldy: -0.4741560034912301, loss: 0.4662730680770133
iter: 42, x: 0.3211599641226535, y: 0.10078211664201593, dldx: -1.0642875851931415, dldy: -0.4732464034966827, loss: 0.46138151255890597
iter: 43, x: 0.3246957256825366, y: 0.10307040666912953, dldx: -1.0542987636064427, dldy: -0.4723211826496321, loss: 0.45659136425840824
iter: 44, x: 0.32817733914325925, y: 0.1053482234049343, dldx: -1.0444974182570141, dldy: -0.4713815214759026, loss: 0.4518989450851128
iter: 45, x: 0.3316065607786549, y: 0.10761559550175036, dldx: -1.0348773720229234, dldy: -0.4704285044430989, loss: 0.44730077867006934
iter: 46, x: 0.3349850552029259, y: 0.1098725556142428, dldx: -1.0254327705794632, dldy: -0.46946312993947914, loss: 0.44279357538121117
iter: 47, x: 0.33831440197740337, y: 0.11211913997009743, dldx: -1.0161580587214458, dldy: -0.46848631901289794, loss: 0.4383742187381445
iter: 48, x: 0.34159610161508336, y: 0.11435538798603961, dldx: -1.0070479588943315, dldy: -0.46749892304612795, loss: 0.43403975306989295
iter: 49, x: 0.3448315810487768, y: 0.11658134192377138, dldx: -0.998097451687548, dldy: -0.466501730516547, loss: 0.4297873722794241
iter: 50, x: 0.34802219862036865, y: 0.11879704658113821, dldx: -0.9893017580749295, dldy: -0.46549547296554916, loss: 0.42561440959606994
iter: 51, x: 0.35116924864153576, y: 0.1210025490144602, dldx: -0.9806563232147603, dldy: -0.464480830283423, loss: 0.42151832821174806
iter: 52, x: 0.35427396557013197, y: 0.12319789828849506, dldx: -0.9721568016448496, dldy: -0.4634584354001131, loss: 0.4174967127096039
iter: 53, x: 0.357337527841157, y: 0.12538314525095248, dldx: -0.9637990437285253, dldy: -0.46242887845839853, loss: 0.41354726120465374
iter: 54, x: 0.36036106138665175, y: 0.12755834232886917, dldx: -0.9555790832243598, dldy: -0.4613927105354354, loss: 0.40966777812547217
iter: 55, x: 0.36334564287489574, y: 0.12972354334448752, dldx: -0.9474931258675565, dldy: -0.4603504469690045, loss: 0.4058561675741746
iter: 56, x: 0.3662923026958396, y: 0.13187880334856733, dldx: -0.9395375388640113, dldy: -0.45930257033675037, loss: 0.4021104272090776
iter: 57, x: 0.3692020277166991, y: 0.13402417846931036, dldx: -0.9317088412088781, dldy: -0.45824953313065575, loss: 0.39842864260062505
iter: 58, x: 0.37207576382901697, y: 0.13615972577528962, dldx: -0.924003694751972, dldy: -0.4571917601623732, loss: 0.39480898201660325
iter: 59, x: 0.37491441830620204, y: 0.1382855031509652, dldx: -0.9164188959401011, dldy: -0.45612965073135725, loss: 0.3912496915974052
iter: 60, x: 0.3777188619885374, y: 0.1404015691835278, dldx: -0.9089513681747208, dldy: -0.45506358058253205, loss: 0.38774909088628196
iter: 61, x: 0.38048993131087905, y: 0.14250798305995505, dldx: -0.9015981547292586, dldy: -0.45399390367759085, loss: 0.3843055686831782
iter: 62, x: 0.3832284301867024, y: 0.14460480447328788, dldx: -0.8943564121766339, dldy: -0.45292095380048414, loss: 0.3809175791939808
iter: 63, x: 0.3859351317607724, y: 0.1466920935372439, dldx: -0.8872234042824547, dldy: -0.4518450460152701, loss: 0.3775836384498636
iter: 64, x: 0.38861078004149396, y: 0.14876991070837867, dldx: -0.8801964963239641, dldy: -0.45076647799216496, loss: 0.3743023209739329
iter: 65, x: 0.39125609142291257, y: 0.15083831671509068, dldx: -0.8732731497986053, dldy: -0.4496855312159487, loss: 0.3710722566746197
iter: 66, x: 0.3938717561053736, y: 0.15289737249283888, dldx: -0.8664509174899611, dldy: -0.448602472088766, loss: 0.3678921279472537
iter: 67, x: 0.39645843942299197, y: 0.15494713912500688, dldx: -0.8597274388615914, dldy: -0.447517552938409, loss: 0.36476066696702014
iter: 68, x: 0.3990167830853181, y: 0.15698767778890557, dldx: -0.8531004357524212, dldy: -0.4464310129414617, loss: 0.3616766531580858
iter: 69, x: 0.40154740633990454, y: 0.15901904970645767, dldx: -0.8465677083494827, dldy: -0.44534307897005077, loss: 0.35863891082508265
iter: 70, x: 0.40405090706186547, y: 0.16104131609915115, dldx: -0.8401271314165346, dldy: -0.4442539663693512, loss: 0.35564630693440247
iter: 71, x: 0.4065278627759751, y: 0.1630545381468916, dldx: -0.833776650758391, dldy: -0.44316387967301973, loss: 0.3526977490338884
iter: 72, x: 0.4089788316163575, y: 0.16505877695041699, dldx: -0.8275142799033091, dldy: -0.44207301326208426, loss: 0.3497921833005167
iter: 73, x: 0.41140435322838065, y: 0.1670540934969712, dldx: -0.8213380969868892, dldy: -0.44098155197278555, loss: 0.34692859270657983
iter: 74, x: 0.413804949616967, y: 0.16904054862896253, dldx: -0.8152462418224655, dldy: -0.43988967165820014, loss: 0.34410599529570024
iter: 75, x: 0.4161811259451767, y: 0.17101820301535633, dldx: -0.8092369131445496, dldy: -0.4387975397076138, loss: 0.3413234425607448
iter: 76, x: 0.41853337128659335, y: 0.17298711712557668, dldx: -0.8033083660126021, dldy: -0.4377053155277366, loss: 0.338580017916376
iter: 77, x: 0.420862159334751, y: 0.17494735120571056, dldx: -0.7974589093638815, dldy: -0.43661315098894593, loss: 0.3358748352595835
iter: 78, x: 0.42316794907257405, y: 0.17689896525682783, dldx: -0.7916869037047705, dldy: -0.4355211908397605, loss: 0.33320703761208315
iter: 79, x: 0.4254511854045628, y: 0.17884201901524588, dldx: -0.7859907589310855, dldy: -0.4344295730921599, loss: 0.3305757958389666
iter: 80, x: 0.42771229975423836, y: 0.18077657193458357, dldx: -0.7803689322684288, dldy: -0.4333384293803533, loss: 0.32798030743843803
iter: 81, x: 0.4299517106291625, y: 0.1827026831694624, dldx: -0.774819926324514, dldy: -0.4322478852951728, loss: 0.32541979539787624
iter: 82, x: 0.43216982415566635, y: 0.18462041156072515, dldx: -0.7693422872459639, dldy: -0.43115806069613516, loss: 0.3228935071118397
iter: 83, x: 0.4343670345852599, y: 0.18652981562205267, dldx: -0.7639346029727905, dldy: -0.4300690700028864, loss: 0.3204007133579666
iter: 84, x: 0.436543724774541, y: 0.18843095352787087, dldx: -0.758595501583982, dldy: -0.42898102246793357, loss: 0.3179407073270306
iter: 85, x: 0.43870026664028866, y: 0.19032388310244724, dldx: -0.7533236497285805, dldy: -0.42789402243186836, loss: 0.3155128037036966
iter: 86, x: 0.4408370215912978, y: 0.19220866181008617, dldx: -0.7481177511366679, dldy: -0.4268081695626258, loss: 0.3131163377947802
iter: 87, x: 0.44295434093839925, y: 0.19408534674633862, dldx: -0.7429765452052228, dldy: -0.4257235590800379, loss: 0.3107506647020448
iter: 88, x: 0.44505256628400425, y: 0.19595399463014906, dldx: -0.7378988056543754, dldy: -0.42464028196660397, loss: 0.3084151585367918
iter: 89, x: 0.44713202989241474, y: 0.19781466179686874, dldx: -0.7328833392495013, dldy: -0.42355842516578757, loss: 0.30610921167369487
iter: 90, x: 0.4491930550420544, y: 0.1996674041920696, dldx: -0.7279289845853997, dldy: -0.42247807176850616, loss: 0.3038322340415115
iter: 91, x: 0.4512359563606927, y: 0.20151227736609925, dldx: -0.723034610928627, dldy: -0.4213993011889072, loss: 0.30158365244847135
iter: 92, x: 0.4532610401446604, y: 0.20334933646932052, dldx: -0.7181991171147821, dldy: -0.42032218932994136, loss: 0.29936290994029485
iter: 93, x: 0.4552686046629863, y: 0.20517863624798535, dldx: -0.7134214304972284, dldy: -0.41924680873978715, loss: 0.29716946518893755
iter: 94, x: 0.4572589404473208, y: 0.20700023104069498, dldx: -0.7087005059445816, dldy: -0.4181732287594331, loss: 0.2950027919102843
iter: 95, x: 0.4592323305684547, y: 0.20881417477540332, dldx: -0.7040353248839293, dldy: -0.41710151566229925, loss: 0.29286237830913786
iter: 96, x: 0.4611890509001869, y: 0.2106205209669224, dldx: -0.6994248943873882, dldy: -0.4160317327862262, loss: 0.29074772654995856
iter: 97, x: 0.4631293703712455, y: 0.21241932271489342, dldx: -0.6948682462993823, dldy: -0.41496394065855813, loss: 0.28865835225191194
iter: 98, x: 0.46505355120592, y: 0.2142106327021879, dldx: -0.6903644364025743, dldy: -0.4138981971145761, loss: 0.28659378400687685
iter: 99, x: 0.46696184915402056, y: 0.21599450319370772, dldx: -0.6859125436201872, dldy: -0.4128345574098746, loss: 0.2845535629191526
iter: 100, x: 0.4688545137107409, y: 0.21777098603555337, dldx: -0.6815116692529044, dldy: -0.41177307432690435, loss: 0.28253724216569004
iter: 101, x: 0.4707317883269634, y: 0.2195401326545344, dldx: -0.677160936248181, dldy: -0.4107137982763909, loss: 0.28054438657573505
iter: 102, x: 0.4725939106105138, y: 0.22130199405799436, dldx: -0.6728594885008272, dldy: -0.4096567773933302, loss: 0.2785745722288569
iter: 103, x: 0.4744411125188379, y: 0.22305662083392913, dldx: -0.6686064901823847, dldy: -0.408602057628793, loss: 0.2766273860703875
iter: 104, x: 0.47627362054354744, y: 0.22480406315137377, dldx: -0.6644011250988374, dldy: -0.4075496828366998, loss: 0.2747024255433614
iter: 105, x: 0.47809165588725144, y: 0.22654437076104023, dldx: -0.6602425960740775, dldy: -0.40649969485704873, loss: 0.27279929823610255
iter: 106, x: 0.479895434633067, y: 0.22827759299618477, dldx: -0.6561301243588178, dldy: -0.4054521335947636, loss: 0.2709176215446563
iter: 107, x: 0.48168516790717786, y: 0.2300037787736884, dldx: -0.6520629490630179, dldy: -0.4044070370951003, loss: 0.26905702234930995
iter: 108, x: 0.4834610620347888, y: 0.2317229765953339, dldx: -0.6480403266109069, dldy: -0.40336444161554463, loss: 0.26721713670449276
iter: 109, x: 0.4852233186898022, y: 0.23343523454926357, dldx: -0.644061530217497, dldy: -0.40232438169439666, loss: 0.26539760954138975
iter: 110, x: 0.48697213503852516, y: 0.23514060031160422, dldx: -0.640125849385419, dldy: -0.40128689021635133, loss: 0.2635980943826375
iter: 111, x: 0.4887077038776972, y: 0.23683912114824526, dldx: -0.6362325894212661, dldy: -0.40025199847507076, loss: 0.2618182530685117
iter: 112, x: 0.49043021376711166, y: 0.23853084391675844, dldx: -0.6323810709702883, dldy: -0.3992197362331418, loss: 0.26005775549404747
iter: 113, x: 0.49213984915708964, y: 0.24021581506844686, dldx: -0.6285706295688431, dldy: -0.3981901317792802, loss: 0.25831627935656576
iter: 114, x: 0.49383679051104923, y: 0.24189408065051318, dldx: -0.6248006152134917, dldy: -0.3971632119832147, loss: 0.2565935099131089
iter: 115, x: 0.4955212144234007, y: 0.24356568630833667, dldx: -0.6210703919461824, dldy: -0.39613900234815036, loss: 0.25488913974731753
iter: 116, x: 0.49719329373298443, y: 0.24523067728784956, dldx: -0.6173793374546896, dldy: -0.3951175270610341, loss: 0.25320286854530344
iter: 117, x: 0.49885319763225755, y: 0.2468890984380048, dldx: -0.6137268426875097, dldy: -0.39409880904083816, loss: 0.2515344028801016
iter: 118, x: 0.5005010917724227, y: 0.24854099421332604, dldx: -0.6101123114828353, dldy: -0.39308286998468445, loss: 0.24988345600430542
iter: 119, x: 0.502137138364684, y: 0.250186408676533, dldx: -0.6065351602106889, dldy: -0.3920697304122145, loss: 0.24824974765050903
iter: 120, x: 0.5037614962778024, y: 0.2518253855012351, dldx: -0.6029948174277662, dldy: -0.3910594097081499, loss: 0.24663300383920425
iter: 121, x: 0.5053743211321179, y: 0.253457967974686, dldx: -0.5994907235445226, dldy: -0.3900519261630486, loss: 0.24503295669379527
iter: 122, x: 0.5069757653901915, y: 0.2550841990005937, dldx: -0.5960223305037066, dldy: -0.3890472970126013, loss: 0.24344934426241407
iter: 123, x: 0.5085659784442179, y: 0.25670412110198093, dldx: -0.5925891014700311, dldy: -0.3880455384753567, loss: 0.24188191034623438
iter: 124, x: 0.5101451067003474, y: 0.2583177764240882, dldx: -0.5891905105306989, dldy: -0.38704666578875946, loss: 0.24033040433399971
iter: 125, x: 0.5117132936600512, y: 0.25992520673731734, dldx: -0.5858260424057737, dldy: -0.3860506932441221, loss: 0.23879458104249332
iter: 126, x: 0.5132706799986559, y: 0.26152645344020886, dldx: -0.5824951921684698, dldy: -0.3850576342200984, loss: 0.23727420056269416
iter: 127, x: 0.5148174036411679, y: 0.26312155756244954, dldx: -0.5791974649749216, dldy: -0.38406750121475763, loss: 0.23576902811137393
iter: 128, x: 0.5163535998355012, y: 0.26471055976790586, dldx: -0.5759323758026115, dldy: -0.38308030587673736, loss: 0.23427883388790371
iter: 129, x: 0.5178794012232175, y: 0.26629350035768007, dldx: -0.5726994491976277, dldy: -0.38209605903500865, loss: 0.23280339293605026
iter: 130, x: 0.5193949379078812, y: 0.26787041927318456, dldx: -0.5694982190300435, dldy: -0.381114770727653, loss: 0.231342485010552
iter: 131, x: 0.5209003375211274, y: 0.2694413560992313, dldx: -0.5663282282573643, dldy: -0.3801364502294291, loss: 0.22989589444827657
iter: 132, x: 0.522395725286537, y: 0.2710063500671344, dldx: -0.5631890286952612, dldy: -0.3791611060786293, loss: 0.22846341004376952
iter: 133, x: 0.5238812240814065, y: 0.27256544005782085, dldx: -0.5600801807960563, dldy: -0.37818874610252573, loss: 0.22704482492901495
iter: 134, x: 0.5253569544964973, y: 0.2741186646049488, dldx: -0.5570012534336912, dldy: -0.37721937744239487, loss: 0.22563993645723604
iter: 135, x: 0.5268230348938467, y: 0.2756660618980296, dldx: -0.5539518236959218, dldy: -0.3762530065771874, loss: 0.2242485460905723
iter: 136, x: 0.5282795814627144, y: 0.27720766978555167, dldx: -0.5509314766825815, dldy: -0.375289639346732, loss: 0.22287045929147783
iter: 137, x: 0.5297267082737404, y: 0.27874352577810385, dldx: -0.5479398053104205, dldy: -0.37432928097379525, loss: 0.2215054854176927
iter: 138, x: 0.5311645273313828, y: 0.2802736670514969, dldx: -0.5449764101235672, dldy: -0.37337193608570907, loss: 0.22015343762064524
iter: 139, x: 0.532593148624702, y: 0.2817981304498801, dldx: -0.5420408991101575, dldy: -0.3724176087348652, loss: 0.21881413274715159
iter: 140, x: 0.5340126801765557, y: 0.2833169524888515, dldx: -0.5391328875242354, dldy: -0.3714663024187548, loss: 0.21748739124428287
iter: 141, x: 0.5354232280912643, y: 0.28483016935856187, dldx: -0.536251997712944, dldy: -0.3705180200993641, loss: 0.21617303706727747
iter: 142, x: 0.5368248966008053, y: 0.28633781692680776, dldx: -0.5333978589491499, dldy: -0.3695727642216373, loss: 0.21487089759038208
iter: 143, x: 0.5382177881095922, y: 0.28783993074211517, dldx: -0.5305701072687963, dldy: -0.3686305367315179, loss: 0.21358080352050815
iter: 144, x: 0.5396020032378899, y: 0.2893365460368107, dldx: -0.5277683853130666, dldy: -0.3676913390933456, loss: 0.2123025888135981
iter: 145, x: 0.5409776408639183, y: 0.2908276977300797, dldx: -0.5249923421752241, dldy: -0.3667551723065987, loss: 0.21103609059359865
iter: 146, x: 0.5423447981646917, y: 0.29231342043101044, dldx: -0.5222416332517861, dldy: -0.36582203692216986, loss: 0.20978114907394368
iter: 147, x: 0.5437035706556402, y: 0.29379374844162237, dldx: -0.5195159200981364, dldy: -0.36489193305795364, loss: 0.2085376074814529
iter: 148, x: 0.5450540522290581, y: 0.29526871575987895, dldx: -0.5168148702880868, dldy: -0.36396486041407883, loss: 0.20730531198255786
iter: 149, x: 0.5463963351914202, y: 0.2967383560826829, dldx: -0.5141381572774926, dldy: -0.3630408182875744, loss: 0.20608411161176923
iter: 150, x: 0.5477305102996087, y: 0.29820270280885325, dldx: -0.5114854602719039, dldy: -0.36211980558638057, loss: 0.20487385820230364
iter: 151, x: 0.5490566667960873, y: 0.2996617890420846, dldx: -0.5088564640974806, dldy: -0.3612018208433043, loss: 0.20367440631879208
iter: 152, x: 0.5503748924430613, y: 0.3011156475938863, dldx: -0.5062508590760637, dldy: -0.36028686222900896, loss: 0.20248561319199457
iter: 153, x: 0.5516852735556582, y: 0.3025643109865016, dldx: -0.5036683409032582, dldy: -0.35937492756498157, loss: 0.20130733865544978
iter: 154, x: 0.5529878950341643, y: 0.3040078114558071, dldx: -0.5011086105299941, dldy: -0.3584660143359675, loss: 0.20013944508399015
iter: 155, x: 0.5542828403953488, y: 0.30544618095418996, dldx: -0.49857137404756563, dldy: -0.35756011970178303, loss: 0.1989817973340571
iter: 156, x: 0.5555701918029067, y: 0.3068794511534048, dldx: -0.49605634257534426, dldy: -0.3566572405091506, loss: 0.19783426268575333
iter: 157, x: 0.5568500300970528, y: 0.3083076534474077, dldx: -0.4935632321519777, dldy: -0.35575737330274526, loss: 0.19669671078657036
iter: 158, x: 0.558122434823293, y: 0.3097308189551681, dldx: -0.4910917636291727, dldy: -0.35486051433618604, loss: 0.19556901359673504
iter: 159, x: 0.5593874842604017, y: 0.3111489785234587, dldx: -0.488641662568416, dldy: -0.353966659582583, loss: 0.19445104533611768
iter: 160, x: 0.5606452554476336, y: 0.312562162729621, dldx: -0.4862126591407032, dldy: -0.35307580474450706, loss: 0.19334268243264882
iter: 161, x: 0.5618958242111914, y: 0.3139704018843094, dldx: -0.4838044880282169, dldy: -0.35218794526425956, loss: 0.19224380347219375
iter: 162, x: 0.5631392651899801, y: 0.3153737260342098, dldx: -0.4814168883295652, dldy: -0.3513030763329428, loss: 0.19115428914983448
iter: 163, x: 0.5643756518606643, y: 0.31677216496473654, dldx: -0.47904960346641373, dldy: -0.3504211929001966, loss: 0.19007402222251263
iter: 164, x: 0.5656050565620582, y: 0.31816574820270327, dldx: -0.47670238109364504, dldy: -0.3495422896826472, loss: 0.189002887462987
iter: 165, x: 0.5668275505188641, y: 0.31955450501897237, dldx: -0.47437497301062437, dldy: -0.3486663611731555, loss: 0.187940771615063
iter: 166, x: 0.5680432038647859, y: 0.3209384644310775, dldx: -0.4720671350760483, dldy: -0.3477934016486217, loss: 0.18688756335005077
iter: 167, x: 0.5692520856650325, y: 0.32231765520582417, dldx: -0.46977862712371043, dldy: -0.34692340517864517, loss: 0.18584315322441242
iter: 168, x: 0.570454263938235, y: 0.32369210586186464, dldx: -0.4675092128813708, dldy: -0.34605636563306286, loss: 0.18480743363855914
iter: 169, x: 0.5716498056777933, y: 0.32506184467224897, dldx: -0.4652586598910956, dldy: -0.34519227668975416, loss: 0.18378029879676114
iter: 170, x: 0.5728387768726725, y: 0.32642689966695143, dldx: -0.4630267394318489, dldy: -0.3443311318419795, loss: 0.18276164466813383
iter: 171, x: 0.5740212425276631, y: 0.32778729863537276, dldx: -0.46081322644387845, dldy: -0.34347292440560784, loss: 0.18175136894866648
iter: 172, x: 0.5751972666831268, y: 0.3291430691288173, dldx: -0.45861789945524234, dldy: -0.3426176475258891, loss: 0.18074937102425914
iter: 173, x: 0.5763669124342377, y: 0.33049423846294695, dldx: -0.4564405405095326, dldy: -0.3417652941845484, loss: 0.17975555193473686
iter: 174, x: 0.5775302419497403, y: 0.3318408337202093, dldx: -0.4542809350963126, dldy: -0.34091585720584794, loss: 0.17876981433880884
iter: 175, x: 0.5786873164902353, y: 0.33318288175224237, dldx: -0.4521388720823142, dldy: -0.3400693292632706, loss: 0.17779206247994453
iter: 176, x: 0.5798381964260083, y: 0.33452040918225473, dldx: -0.45001414364490283, dldy: -0.3392257028854817, loss: 0.1768222021531365
iter: 177, x: 0.5809829412544171, y: 0.3358534424073813, dldx: -0.44790654520693757, dldy: -0.338384970462291, loss: 0.17586014067252365
iter: 178, x: 0.5821216096168486, y: 0.33718200760101535, dldx: -0.44581587537320083, dldy: -0.33754712425042577, loss: 0.17490578683984712
iter: 179, x: 0.5832542593152596, y: 0.3385061307151159, dldx: -0.4437419358684262, dldy: -0.3367121563790598, loss: 0.17395905091371433
iter: 180, x: 0.584380947328314, y: 0.33982583748249157, dldx: -0.44168453147672027, dldy: -0.3358800588552424, loss: 0.17301984457964573
iter: 181, x: 0.5855017298271266, y: 0.34114115341906065, dldx: -0.43964346998232523, dldy: -0.33505082356923843, loss: 0.17208808092088018
iter: 182, x: 0.5866166621906276, y: 0.342452103826087, dldx: -0.43761856211217254, dldy: -0.334224442299369, loss: 0.1711636743899173
iter: 183, x: 0.5877257990205577, y: 0.3437587137923927, dldx: -0.4356096214792301, dldy: -0.33340090671717393, loss: 0.17024654078077284
iter: 184, x: 0.5888291941561038, y: 0.3450610081965473, dldx: -0.4336164645276123, dldy: -0.3325802083920415, loss: 0.16933659720192723
iter: 185, x: 0.5899269006881875, y: 0.3463590117090332, dldx: -0.4316389104787712, dldy: -0.33176233879586015, loss: 0.16843376204994553
iter: 186, x: 0.5910189709734153, y: 0.3476527487943886, dldx: -0.4296767812789727, dldy: -0.33094728930749273, loss: 0.1675379549837496
iter: 187, x: 0.5921054566476994, y: 0.3489422437133269, dldx: -0.4277299015478714, dldy: -0.3301350512172063, loss: 0.16664909689952292
iter: 188, x: 0.5931864086395612, y: 0.35022752052483325, dldx: -0.42579809852851086, dldy: -0.3293256157307578, loss: 0.1657671099062295
iter: 189, x: 0.594261877183124, y: 0.35150860308823845, dldx: -0.42388120203835356, dldy: -0.3285189739734462, loss: 0.16489191730172897
iter: 190, x: 0.5953319118308037, y: 0.35278551506527095, dldx: -0.4219790444210354, dldy: -0.32771511699436484, loss: 0.16402344354947065
iter: 191, x: 0.5963965614657089, y: 0.35405827992208494, dldx: -0.42009146050010315, dldy: -0.3269140357697764, loss: 0.1631616142557496
iter: 192, x: 0.5974558743137542, y: 0.35532692093126794, dldx: -0.4182182875327899, dldy: -0.32611572120722077, loss: 0.1623063561475087
iter: 193, x: 0.5985098979554989, y: 0.3565914611738252, dldx: -0.41635936516552663, dldy: -0.3253201641489123, loss: 0.16145759705067114
iter: 194, x: 0.5995586793377152, y: 0.3578519235411428, dldx: -0.414514535390107, dldy: -0.32452735537531474, loss: 0.16061526586898764
iter: 195, x: 0.6006022647846957, y: 0.35910833073692916, dldx: -0.41268364250097195, dldy: -0.323737285608483, loss: 0.1597792925633852
iter: 196, x: 0.6016407000093067, y: 0.3603607052791343, dldx: -0.4108665330534227, dldy: -0.3229499455153162, loss: 0.15894960813180115
